session_id,start_time,end_time,duration,src_ip,src_port,dst_port,protocol,total_connexion,login_success,login_failed,avg_time_between_failed,is_business_hours,label
cb73dee8aa7c,2025-02-18T05:38:34.722799Z,2025-02-18T05:38:34.946415Z,0.2,87.98.138.86,55174,22,ssh,1,0,0,0,False,0
7dacd3fb8142,2025-02-18T05:44:05.742090Z,2025-02-18T05:44:12.165569Z,6.4,49.124.149.53,48294,22,ssh,3,0,2,2.251,False,0
2ad67abe321a,2025-02-18T05:44:25.005141Z,2025-02-18T05:44:25.511170Z,0.5,118.107.88.19,50604,22,ssh,1,0,0,0,False,0
9f1aaae57699,2025-02-18T05:44:46.805162Z,2025-02-18T05:44:47.024439Z,0.2,87.98.138.86,42070,22,ssh,1,0,0,0,False,0
6313a29b58c0,2025-02-18T05:46:03.957583Z,2025-02-18T05:46:04.102431Z,0.1,193.32.162.134,54376,22,ssh,1,0,0,0,False,0
e4b5d98bd6d1,2025-02-18T05:46:49.281900Z,2025-02-18T05:46:51.344080Z,2.1,218.92.0.220,29404,22,ssh,1,0,0,0,False,0
9f6c4aec0553,2025-02-18T05:47:17.142849Z,2025-02-18T05:47:47.946994Z,30.804279565811157,185.224.0.235,59962,23,telnet,1,0,0,0,False,0
f90c72a23108,2025-02-18T05:48:25.350343Z,2025-02-18T05:48:27.116411Z,1.8,218.92.0.227,60982,22,ssh,1,0,0,0,False,0
4d9313104014,2025-02-18T05:48:28.115365Z,2025-02-18T05:48:29.200014Z,1.1,218.92.0.207,21740,22,ssh,1,0,0,0,False,0
92b860ab310c,2025-02-18T05:50:59.093916Z,2025-02-18T05:50:59.308275Z,0.2,87.98.138.86,44886,22,ssh,1,0,0,0,False,0
650651d82b9b,2025-02-18T05:51:02.758095Z,2025-02-18T05:51:03.983414Z,1.2,218.92.0.231,41152,22,ssh,1,0,0,0,False,0
81c911fa87c4,2025-02-18T05:51:42.972125Z,2025-02-18T05:51:44.925240Z,2.0,193.32.162.134,51244,22,ssh,2,0,1,0,False,0
6e36345a5dfe,2025-02-18T05:52:04.124362Z,2025-02-18T05:52:04.629968Z,0.5,118.107.88.19,47406,22,ssh,1,0,0,0,False,0
4e7457deb3c0,2025-02-18T05:52:43.174089Z,2025-02-18T05:52:44.459814Z,1.3,218.92.0.114,17138,22,ssh,1,0,0,0,False,0
2d0758b50cc5,2025-02-18T05:53:49.304092Z,2025-02-18T05:53:49.469935Z,0.1660161018371582,109.236.61.99,43832,23,telnet,3,1,1,0,False,0
613b54c17726,2025-02-18T05:57:11.347289Z,2025-02-18T05:57:11.561998Z,0.2,87.98.138.86,50772,22,ssh,1,0,0,0,False,0
bead1a818ed7,2025-02-18T05:57:54.701095Z,2025-02-18T05:57:56.421517Z,1.7,193.32.162.134,55768,22,ssh,2,0,1,0,False,0
380d50060fcd,2025-02-18T05:58:32.954751Z,2025-02-18T05:59:03.324794Z,30.37015724182129,72.255.228.146,54358,23,telnet,1,0,0,0,False,0
08ade0b943fb,2025-02-18T05:59:06.624053Z,2025-02-18T05:59:07.898155Z,1.3,218.92.0.222,62482,22,ssh,1,0,0,0,False,0
852bb2baaa91,2025-02-18T05:59:43.553234Z,2025-02-18T05:59:44.065793Z,0.5,118.107.88.19,44214,22,ssh,1,0,0,0,False,0
8eebdeb68944,2025-02-18T05:59:46.102683Z,2025-02-18T06:01:46.106753Z,120.00416421890259,196.251.73.77,56722,23,telnet,2,0,1,0,False,0
b0b4f97579cc,2025-02-18T06:00:46.342140Z,2025-02-18T06:00:48.627886Z,2.3,218.92.0.227,59230,22,ssh,1,0,0,0,False,0
b6b664c9c9aa,2025-02-18T06:01:26.498997Z,2025-02-18T06:01:26.751189Z,0.3,218.92.0.205,54328,22,ssh,1,0,0,0,False,0
6e584b3be168,2025-02-18T06:03:23.445664Z,2025-02-18T06:03:23.660237Z,0.2,87.98.138.86,33848,22,ssh,1,0,0,0,False,0
6695b2371d4a,2025-02-18T06:04:05.781361Z,2025-02-18T06:04:07.696008Z,1.9,193.32.162.134,60268,22,ssh,2,0,1,0,False,0
28a88f14b644,2025-02-18T06:04:09.037200Z,2025-02-18T06:04:10.354514Z,1.3,218.92.0.235,40752,22,ssh,1,0,0,0,False,0
c9b588c47cfb,2025-02-18T06:04:46.631667Z,2025-02-18T06:04:47.585393Z,1.0,218.92.0.212,48610,22,ssh,1,0,0,0,False,0
56a9c5cb30af,2025-02-18T06:05:17.586567Z,2025-02-18T06:05:17.843791Z,0.3,218.92.0.212,4564,22,ssh,1,0,0,0,False,0
a87367bc13a5,2025-02-18T06:05:26.877972Z,2025-02-18T06:05:28.157763Z,1.3,218.92.0.252,42816,22,ssh,1,0,0,0,False,0
b6ea40ccc1bf,2025-02-18T06:06:43.690798Z,2025-02-18T06:06:43.918411Z,0.2,218.92.0.212,60036,22,ssh,1,0,0,0,False,0
aad44ac049ff,2025-02-18T06:07:15.422159Z,2025-02-18T06:07:16.183144Z,0.8,45.79.181.104,48604,22,ssh,1,0,0,0,False,0
cc4d61d39f27,2025-02-18T06:07:16.236011Z,2025-02-18T06:07:17.376931Z,1.1,45.79.181.104,48606,22,ssh,1,0,0,0,False,0
802d4b848144,2025-02-18T06:07:17.417610Z,2025-02-18T06:07:18.211227Z,0.8,45.79.181.104,48620,22,ssh,1,0,0,0,False,0
c468d0b8765a,2025-02-18T06:07:23.848751Z,2025-02-18T06:07:24.355103Z,0.5,118.107.88.19,41026,22,ssh,1,0,0,0,False,0
e2a1f0aaca3f,2025-02-18T06:07:25.763926Z,2025-02-18T06:07:27.103053Z,1.3,218.92.0.225,22886,22,ssh,1,0,0,0,False,0
f88751b90e61,2025-02-18T06:09:35.629870Z,2025-02-18T06:09:35.845426Z,0.2,87.98.138.86,37348,22,ssh,1,0,0,0,False,0
aaa3a2afd700,2025-02-18T06:10:17.613322Z,2025-02-18T06:10:19.335112Z,1.7,193.32.162.134,36536,22,ssh,2,0,1,0,False,0
bbac1bab2090,2025-02-18T06:11:46.505525Z,2025-02-18T06:11:50.039996Z,3.5,218.92.0.220,25066,22,ssh,1,0,0,0,False,0
9c20f3a94a3e,2025-02-18T06:13:36.572993Z,2025-02-18T06:13:37.778514Z,1.2,218.92.0.198,19762,22,ssh,1,0,0,0,False,0
9d549a3c8a62,2025-02-18T06:14:34.776021Z,2025-02-18T06:14:35.029455Z,0.3,218.92.0.207,35688,22,ssh,1,0,0,0,False,0
dfcfc1ddd2c8,2025-02-18T06:14:44.077583Z,2025-02-18T06:14:47.909521Z,3.8,173.165.182.203,43883,22,ssh,3,0,2,1.531,False,0
d69e9ebd494d,2025-02-18T06:15:01.651697Z,2025-02-18T06:15:02.156530Z,0.5,118.107.88.19,37846,22,ssh,1,0,0,0,False,0
47e935640c36,2025-02-18T06:15:11.212384Z,2025-02-18T06:15:11.998143Z,0.8,45.79.181.179,12006,22,ssh,1,0,0,0,False,0
dfec40736a88,2025-02-18T06:15:12.039950Z,2025-02-18T06:15:12.770560Z,0.7,45.79.181.179,12018,22,ssh,1,0,0,0,False,0
48d81863fa66,2025-02-18T06:15:12.813788Z,2025-02-18T06:15:13.653666Z,0.8,45.79.181.179,51524,22,ssh,1,0,0,0,False,0
8af683fa41dd,2025-02-18T06:15:47.775896Z,2025-02-18T06:15:47.999606Z,0.2,87.98.138.86,50762,22,ssh,1,0,0,0,False,0
f3ed45b318d5,2025-02-18T06:16:30.527765Z,2025-02-18T06:16:31.890582Z,1.4,193.32.162.134,41036,22,ssh,2,1,0,0,False,0
8a6eb13975d7,2025-02-18T06:17:37.693311Z,2025-02-18T06:17:39.505117Z,1.8,218.92.0.231,38060,22,ssh,1,0,0,0,False,0
7335ebe8aeb3,2025-02-18T06:21:46.464674Z,2025-02-18T06:21:47.340382Z,0.8758704662322998,216.252.89.252,35059,23,telnet,3,1,1,0,False,0
b63439de9c0c,2025-02-18T06:21:47.374954Z,2025-02-18T06:23:49.386454Z,122.01168036460876,216.252.89.252,35125,23,telnet,2,1,0,0,False,0
f90072731ee3,2025-02-18T06:21:53.835235Z,2025-02-18T06:21:55.057689Z,1.2,218.92.0.218,41470,22,ssh,1,0,0,0,False,0
28581cc98b26,2025-02-18T06:21:59.820151Z,2025-02-18T06:22:00.033820Z,0.2,87.98.138.86,40536,22,ssh,1,0,0,0,False,0
53557d6a6799,2025-02-18T06:22:05.252091Z,2025-02-18T06:22:22.684504Z,17.43257164955139,176.65.142.222,60748,23,telnet,3,0,2,2.174,False,0
2cc67e4b91b7,2025-02-18T06:22:36.401973Z,2025-02-18T06:22:37.586063Z,1.2,218.92.0.229,30158,22,ssh,1,0,0,0,False,0
d451de375394,2025-02-18T06:22:40.066216Z,2025-02-18T06:22:40.580195Z,0.5,118.107.88.19,34642,22,ssh,1,0,0,0,False,0
c7766ec7c578,2025-02-18T06:22:41.760184Z,2025-02-18T06:22:43.619966Z,1.9,193.32.162.134,45536,22,ssh,2,0,1,0,False,0
4e19733c66e9,2025-02-18T06:24:35.935698Z,2025-02-18T06:24:37.098415Z,1.2,218.92.0.222,31516,22,ssh,1,0,0,0,False,0
d2a099ebc15a,2025-02-18T06:26:13.450713Z,2025-02-18T06:26:14.640329Z,1.2,218.92.0.236,20822,22,ssh,1,0,0,0,False,0
bd782f154070,2025-02-18T06:27:40.182282Z,2025-02-18T06:27:40.755922Z,0.6,218.92.0.211,53364,22,ssh,1,0,0,0,False,0
f4da9f0096f1,2025-02-18T06:27:45.097909Z,2025-02-18T06:28:15.675478Z,30.577678680419922,59.98.17.128,36790,23,telnet,1,0,0,0,False,0
3d7672cd6935,2025-02-18T06:28:12.029726Z,2025-02-18T06:28:12.256241Z,0.2,87.98.138.86,40908,22,ssh,1,0,0,0,False,0
ec9833869f67,2025-02-18T06:28:54.880228Z,2025-02-18T06:28:56.599103Z,1.7,193.32.162.134,50036,22,ssh,2,0,1,0,False,0
98d4a4eddc22,2025-02-18T06:29:16.177302Z,2025-02-18T06:29:26.039448Z,9.86226749420166,205.210.31.136,61078,23,telnet,1,0,0,0,False,0
6b2312301ca4,2025-02-18T06:30:20.368705Z,2025-02-18T06:30:20.872961Z,0.5,118.107.88.19,59700,22,ssh,1,0,0,0,False,0
9eb5709d3536,2025-02-18T06:30:47.394017Z,2025-02-18T06:30:48.593421Z,1.2,218.92.0.231,64634,22,ssh,1,0,0,0,False,0
f36097d33fed,2025-02-18T06:32:32.175574Z,2025-02-18T06:33:03.023627Z,30.848161935806274,61.194.144.190,39146,23,telnet,1,0,0,0,False,0
2a44b1392805,2025-02-18T06:33:41.762666Z,2025-02-18T06:33:41.922758Z,0.2,198.235.24.215,54944,22,ssh,1,0,0,0,False,0
2554a6fa3200,2025-02-18T06:34:24.650523Z,2025-02-18T06:34:24.871084Z,0.2,87.98.138.86,55226,22,ssh,1,0,0,0,False,0
b7b0a2b955c6,2025-02-18T06:34:43.757962Z,2025-02-18T06:34:57.364986Z,13.607135534286499,176.192.101.10,52756,23,telnet,1,0,0,0,False,0
8fed01f97d14,2025-02-18T06:35:08.708770Z,2025-02-18T06:35:10.707155Z,2.0,193.32.162.134,54536,22,ssh,2,0,1,0,False,0
b71785105c64,2025-02-18T06:35:29.507386Z,2025-02-18T06:35:30.532820Z,1.0255303382873535,179.76.43.8,34829,23,telnet,1,0,0,0,False,0
19685be1642d,2025-02-18T06:37:04.008138Z,2025-02-18T06:37:07.644696Z,3.6,218.92.0.223,44506,22,ssh,1,0,0,0,False,0
1e24647c1c75,2025-02-18T06:37:29.972065Z,2025-02-18T06:37:31.226864Z,1.3,218.92.0.114,57596,22,ssh,1,0,0,0,False,0
93674592962e,2025-02-18T06:37:59.572325Z,2025-02-18T06:38:00.078009Z,0.5,118.107.88.19,56498,22,ssh,1,0,0,0,False,0
03bd2bd13dae,2025-02-18T06:38:41.514993Z,2025-02-18T06:38:42.830989Z,1.3,218.92.0.237,19676,22,ssh,1,0,0,0,False,0
165b84eda266,2025-02-18T06:40:36.921710Z,2025-02-18T06:40:37.147662Z,0.2,87.98.138.86,33414,22,ssh,1,0,0,0,False,0
35585c5057fb,2025-02-18T06:41:02.069458Z,2025-02-18T06:41:02.365070Z,0.3,218.92.0.206,45406,22,ssh,1,0,0,0,False,0
e939b1e247ab,2025-02-18T06:41:21.697563Z,2025-02-18T06:41:23.418687Z,1.7,193.32.162.134,59036,22,ssh,2,0,1,0,False,0
addd867f23db,2025-02-18T06:43:31.069102Z,2025-02-18T06:43:33.206637Z,2.1,218.92.0.231,30624,22,ssh,1,0,0,0,False,0
6f93501a21b8,2025-02-18T06:43:36.139277Z,2025-02-18T06:43:36.407187Z,0.3,218.92.0.252,7654,22,ssh,1,0,0,0,False,0
bb32b8dcdd61,2025-02-18T06:45:39.089350Z,2025-02-18T06:45:39.595585Z,0.5,118.107.88.19,53314,22,ssh,1,0,0,0,False,0
44ccc3431276,2025-02-18T06:46:08.753607Z,2025-02-18T06:46:39.851517Z,31.098038911819458,95.188.72.234,50287,23,telnet,1,0,0,0,False,0
a29637fa1ce6,2025-02-18T06:46:49.171650Z,2025-02-18T06:46:49.397279Z,0.2,87.98.138.86,42396,22,ssh,1,0,0,0,False,0
e8f80fd13699,2025-02-18T06:46:52.233523Z,2025-02-18T06:46:59.580185Z,7.3,110.175.220.250,54945,22,ssh,3,0,2,2.51,False,0
9c5f86dbebcc,2025-02-18T06:47:02.496265Z,2025-02-18T06:47:12.369972Z,9.9,222.173.82.198,41936,22,ssh,3,0,2,2.091,False,0
7ce80d78fc74,2025-02-18T06:47:35.066705Z,2025-02-18T06:47:37.023637Z,2.0,193.32.162.134,35304,22,ssh,2,0,1,0,False,0
53c872a64fd1,2025-02-18T06:48:43.613312Z,2025-02-18T06:48:45.498875Z,1.9,194.0.234.37,48642,22,ssh,2,0,1,0,False,0
27d5753bfbd9,2025-02-18T06:49:33.064612Z,2025-02-18T06:49:40.242219Z,7.2,58.18.64.54,47655,22,ssh,3,0,2,3.093,False,0
42415fb07901,2025-02-18T06:49:39.023699Z,2025-02-18T06:49:40.386323Z,1.4,218.92.0.230,37512,22,ssh,1,0,0,0,False,0
2e11e58adb8a,2025-02-18T06:50:11.860589Z,2025-02-18T06:50:15.737558Z,3.9,155.254.7.106,49458,22,ssh,3,0,2,1.425,False,0
aad7f04f27af,2025-02-18T06:50:27.993439Z,2025-02-18T06:50:40.929841Z,12.93650484085083,192.72.56.173,45634,23,telnet,1,0,0,0,False,0
9439ee22487f,2025-02-18T06:50:54.207567Z,2025-02-18T06:50:59.311897Z,5.1,34.126.114.239,32844,22,ssh,3,0,2,1.839,False,0
7dbc597a2a20,2025-02-18T06:51:03.353323Z,2025-02-18T06:51:04.516056Z,1.2,218.92.0.216,28848,22,ssh,1,0,0,0,False,0
2d19a2abcf4c,2025-02-18T06:51:27.197469Z,2025-02-18T06:51:28.430255Z,1.2,41.111.188.82,38764,22,ssh,1,0,0,0,False,0
884f0737dd70,2025-02-18T06:52:04.252100Z,2025-02-18T06:52:05.388113Z,1.1,218.92.0.114,39860,22,ssh,1,0,0,0,False,0
fada9fdd11ac,2025-02-18T06:53:01.448763Z,2025-02-18T06:53:01.675753Z,0.2,87.98.138.86,51228,22,ssh,1,0,0,0,False,0
52b901a78159,2025-02-18T06:53:18.654517Z,2025-02-18T06:53:19.158826Z,0.5,118.107.88.19,50124,22,ssh,1,0,0,0,False,0
dd8a10e411d7,2025-02-18T06:53:48.197980Z,2025-02-18T06:53:50.863312Z,2.7,193.32.162.134,39804,22,ssh,2,0,1,0,False,0
3b828b1cd62f,2025-02-18T06:54:19.546630Z,2025-02-18T06:54:19.799778Z,0.3,218.92.0.205,32870,22,ssh,1,0,0,0,False,0
ba8a57d2b4ae,2025-02-18T06:56:10.353017Z,2025-02-18T06:56:11.600258Z,1.2,218.92.0.111,14772,22,ssh,1,0,0,0,False,0
8bd796d21b12,2025-02-18T06:57:49.956390Z,2025-02-18T06:57:51.629969Z,1.7,196.251.67.42,19536,22,ssh,2,0,1,0,False,0
ffd286abad29,2025-02-18T06:57:51.734610Z,2025-02-18T06:57:53.409691Z,1.7,196.251.67.42,33984,22,ssh,2,0,1,0,False,0
f001ea6cedea,2025-02-18T06:57:53.512355Z,2025-02-18T06:58:37.840006Z,44.3,196.251.67.42,33996,22,ssh,2,1,0,0,False,0
5ad9f7cc863d,2025-02-18T06:57:54.567838Z,2025-02-18T06:58:37.823099Z,43.3,196.251.67.42,34004,22,ssh,2,1,0,0,False,0
69ab11f5977f,2025-02-18T06:59:13.862424Z,2025-02-18T06:59:14.084596Z,0.2,87.98.138.86,40730,22,ssh,1,0,0,0,False,0
b67106ca207a,2025-02-18T07:00:00.805543Z,2025-02-18T07:00:02.996255Z,2.2,193.32.162.134,44304,22,ssh,2,0,1,0,False,0
54c954f8615d,2025-02-18T07:00:33.675337Z,2025-02-18T07:01:03.198337Z,29.523112535476685,185.224.0.187,46830,23,telnet,1,0,0,0,False,0
8592ba8f4863,2025-02-18T07:00:58.440747Z,2025-02-18T07:00:58.945792Z,0.5,118.107.88.19,46922,22,ssh,1,0,0,0,False,0
d8b7660f44a6,2025-02-18T07:01:20.076171Z,2025-02-18T07:01:20.227635Z,0.2,2.57.122.192,41926,22,ssh,1,0,0,0,False,0
90cba3c46ee6,2025-02-18T07:05:26.138804Z,2025-02-18T07:05:26.354306Z,0.2,87.98.138.86,46662,22,ssh,1,0,0,0,False,0
a669f42d9797,2025-02-18T07:06:12.903691Z,2025-02-18T07:06:14.915647Z,2.0,218.92.0.227,16696,22,ssh,1,0,0,0,False,0
2c493907043e,2025-02-18T07:06:13.201601Z,2025-02-18T07:06:14.922508Z,1.7,193.32.162.134,48804,22,ssh,2,0,1,0,False,0
c5c1ca11ac0d,2025-02-18T07:07:28.986249Z,2025-02-18T07:07:29.214946Z,0.2,218.92.0.205,18068,22,ssh,1,0,0,0,False,0
bdf65ac90a62,2025-02-18T07:08:37.395020Z,2025-02-18T07:08:37.899238Z,0.5,118.107.88.19,43736,22,ssh,1,0,0,0,False,0
a25312678ffb,2025-02-18T07:09:18.894505Z,2025-02-18T07:09:20.201081Z,1.3,218.92.0.112,57224,22,ssh,1,0,0,0,False,0
24d62cfee4a2,2025-02-18T07:09:22.606280Z,2025-02-18T07:09:24.354812Z,1.7,2.57.122.192,36968,22,ssh,2,0,1,0,False,0
ed1943907b50,2025-02-18T07:11:16.849811Z,2025-02-18T07:11:18.184205Z,1.3,218.92.0.232,34030,22,ssh,1,0,0,0,False,0
aeaa1bce17b6,2025-02-18T07:11:38.342019Z,2025-02-18T07:11:38.564494Z,0.2,87.98.138.86,51836,22,ssh,1,0,0,0,False,0
6849f350ed57,2025-02-18T07:12:24.359522Z,2025-02-18T07:12:26.082192Z,1.7,193.32.162.134,53304,22,ssh,2,0,1,0,False,0
02b4ea8ac51b,2025-02-18T07:12:49.794883Z,2025-02-18T07:12:50.939278Z,1.1,218.92.0.228,35550,22,ssh,1,0,0,0,False,0
d9c9d6be5c17,2025-02-18T07:13:23.543217Z,2025-02-18T07:13:55.467605Z,31.924484491348267,1.242.164.52,53204,23,telnet,1,0,0,0,False,0
3ad746e64e3e,2025-02-18T07:13:26.938274Z,2025-02-18T07:14:02.333678Z,35.39549946784973,1.242.164.52,53218,23,telnet,1,0,0,0,False,0
ed45d3e1192e,2025-02-18T07:16:18.335000Z,2025-02-18T07:16:18.840196Z,0.5,118.107.88.19,40550,22,ssh,1,0,0,0,False,0
1d2c98a55e77,2025-02-18T07:17:13.448246Z,2025-02-18T07:17:20.312516Z,6.9,98.70.127.17,42702,22,ssh,2,0,1,0,False,0
cbe8744768ad,2025-02-18T07:17:23.205677Z,2025-02-18T07:18:04.204892Z,41.0,183.171.154.51,52370,22,ssh,1,0,0,0,False,0
a7db88a71a93,2025-02-18T07:17:29.761974Z,2025-02-18T07:17:31.563831Z,1.8,2.57.122.192,41612,22,ssh,2,0,1,0,False,0
5d065d3c3ca6,2025-02-18T07:17:50.729563Z,2025-02-18T07:17:50.954266Z,0.2,87.98.138.86,60424,22,ssh,1,0,0,0,False,0
b561686328eb,2025-02-18T07:18:34.389277Z,2025-02-18T07:18:40.903524Z,6.5,175.202.82.251,43356,22,ssh,3,0,2,2.502,False,0
fac3ef6017d3,2025-02-18T07:18:38.233850Z,2025-02-18T07:18:40.237805Z,2.0,193.32.162.134,57804,22,ssh,2,0,1,0,False,0
7e52714eb766,2025-02-18T07:18:56.570887Z,2025-02-18T07:18:59.128054Z,2.6,218.92.0.236,57858,22,ssh,1,0,0,0,False,0
9a27bec77770,2025-02-18T07:19:28.800771Z,2025-02-18T07:19:30.015253Z,1.2,147.182.246.135,51304,22,ssh,2,0,1,0,False,0
812854e8b364,2025-02-18T07:19:30.053954Z,2025-02-18T07:19:31.266130Z,1.2,147.182.246.135,51310,22,ssh,2,0,1,0,False,0
8a1dcc1d7a47,2025-02-18T07:19:31.310920Z,2025-02-18T07:19:32.536485Z,1.2,147.182.246.135,39754,22,ssh,2,0,1,0,False,0
50a5bf6559b5,2025-02-18T07:19:31.974718Z,2025-02-18T07:19:41.406922Z,9.4,41.218.225.214,51925,22,ssh,1,0,0,0,False,0
0229e2efd077,2025-02-18T07:19:32.576475Z,2025-02-18T07:19:33.787977Z,1.2,147.182.246.135,39762,22,ssh,2,0,1,0,False,0
c08b3f71ca31,2025-02-18T07:19:33.827747Z,2025-02-18T07:19:34.165110Z,0.3,147.182.246.135,39776,22,ssh,2,1,0,0,False,0
d1ec6cff4376,2025-02-18T07:19:42.145484Z,2025-02-18T07:19:47.913820Z,5.8,36.154.134.146,58023,22,ssh,3,0,2,2.07,False,0
cc0e75e02c1f,2025-02-18T07:20:38.002152Z,2025-02-18T07:20:41.797145Z,3.8,178.140.191.131,35482,22,ssh,3,0,2,1.493,False,0
c566d19cced5,2025-02-18T07:20:39.480187Z,2025-02-18T07:20:39.741678Z,0.3,218.92.0.211,50670,22,ssh,1,0,0,0,False,0
209085797176,2025-02-18T07:20:49.259181Z,2025-02-18T07:20:49.364214Z,0.1,196.251.114.29,51824,22,ssh,1,0,0,0,False,0
31f642430e0c,2025-02-18T07:21:12.747555Z,2025-02-18T07:21:18.786629Z,6.0,123.212.20.130,53462,22,ssh,3,0,2,2.05,False,0
ede4cad4248a,2025-02-18T07:21:28.699472Z,2025-02-18T07:21:34.049321Z,5.3,101.230.251.217,61034,22,ssh,3,0,2,1.884,False,0
fd3d34ffce11,2025-02-18T07:21:33.230953Z,2025-02-18T07:21:43.200318Z,9.969460010528564,147.185.132.44,57440,23,telnet,1,0,0,0,False,0
8dd793029bb1,2025-02-18T07:23:57.414014Z,2025-02-18T07:24:00.582417Z,3.2,218.92.0.225,21754,22,ssh,1,0,0,0,False,0
3c44086e9b44,2025-02-18T07:23:57.945821Z,2025-02-18T07:23:58.450604Z,0.5,118.107.88.19,37354,22,ssh,1,0,0,0,False,0
cc7a91f39c8e,2025-02-18T07:24:01.317348Z,2025-02-18T07:24:04.743377Z,3.4,218.92.0.111,23276,22,ssh,1,0,0,0,False,0
6eb3593d553e,2025-02-18T07:24:02.976831Z,2025-02-18T07:24:03.191466Z,0.2,87.98.138.86,55304,22,ssh,1,0,0,0,False,0
6b4b47b61363,2025-02-18T07:24:49.957901Z,2025-02-18T07:24:51.676254Z,1.7,193.32.162.134,34072,22,ssh,2,0,1,0,False,0
7215c7035155,2025-02-18T07:26:01.378211Z,2025-02-18T07:26:03.122283Z,1.7,2.57.122.192,46256,22,ssh,2,0,1,0,False,0
c75aefc78a15,2025-02-18T07:26:54.884153Z,2025-02-18T07:26:58.988048Z,4.1,218.92.0.230,30024,22,ssh,1,0,0,0,False,0
8d8ae65bfbc7,2025-02-18T07:27:43.138352Z,2025-02-18T07:28:31.804434Z,48.6661856174469,1.242.164.52,40524,23,telnet,1,0,0,0,False,0
9c28322dcbb5,2025-02-18T07:30:15.294944Z,2025-02-18T07:30:15.517744Z,0.2,87.98.138.86,53716,22,ssh,1,0,0,0,False,0
049cee5b5f0e,2025-02-18T07:31:01.868868Z,2025-02-18T07:31:03.729235Z,1.9,193.32.162.134,38572,22,ssh,2,0,1,0,False,0
08ab991a142b,2025-02-18T07:31:33.821635Z,2025-02-18T07:31:35.000256Z,1.2,218.92.0.236,29452,22,ssh,1,0,0,0,False,0
408c0899a7da,2025-02-18T07:31:39.579240Z,2025-02-18T07:31:40.093565Z,0.5,118.107.88.19,34156,22,ssh,1,0,0,0,False,0
8c9f769849c9,2025-02-18T07:33:46.423715Z,2025-02-18T07:33:46.649548Z,0.2,218.92.0.205,8240,22,ssh,1,0,0,0,False,0
